customerID,gender,SeniorCitizen,Partner,Depndents,Churn
CUST34628,Female,Yes,Yes,Yes,Yes
CUST34629,Female,No,Yes,Yes,No
CUST34630,Male,Yes,Yes,Yes,No
CUST34631,Male,No,No,No,Yes
CUST34632,Female,No,No,Yes,Yes
CUST34633,Female,No,No,No,No
CUST34634,Female,No,No,No,No
CUST34635,Female,No,Yes,No,Yes
CUST34636,Female,No,Yes,No,Yes
CUST34637,Male,Yes,No,No,Yes
CUST34638,Female,No,Yes,Unknow,Yes
CUST34639,Female,No,No,Yes,Yes
CUST34640,Female,No,No,No,No
CUST34641,Female,No,No,No,No
CUST34642,Female,No,No,No,No
CUST34643,Female,No,No,Unknow,No
CUST34644,Female,No,No,Yes,Yes
CUST34645,Female,No,No,No,Yes
CUST34646,Male,No,Unknown,No,No
CUST34647,Male,Yes,No,No,Yes
CUST34648,Female,Yes,Yes,Yes,Yes
CUST34649,Male,No,Yes,No,No
CUST34650,Male,No,No,Unknow,No
CUST34651,Female,No,Yes,Yes,Yes
CUST34652,Male,No,No,Yes,Yes
CUST34653,Female,No,Yes,No,Yes
CUST34654,Male,No,No,No,No
CUST34655,Male,No,Yes,No,Yes
CUST34656,Female,No,No,Unknow,Yes
CUST34657,Female,No,No,No,Yes
CUST34658,Female,No,Yes,Yes,Yes
CUST34659,Female,No,Yes,Yes,No
CUST34660,Female,No,No,No,Yes
CUST34661,Male,Yes,Yes,No,No
CUST34662,Male,Yes,Unknown,No,No
CUST34663,Male,Yes,No,No,No
CUST34664,Male,No,Yes,No,Yes
CUST34665,Female,No,No,No,Yes
CUST34666,Female,No,Yes,No,No
CUST34667,Male,No,No,No,No
CUST34668,Male,No,No,Yes,No
CUST34669,Female,No,No,No,No
CUST34670,Female,Yes,No,No,No
CUST34671,Female,No,No,No,Yes
CUST34672,Male,No,No,Yes,No
CUST34673,Female,No,Yes,Yes,No
CUST34674,Female,Unknown,Yes,Yes,Yes
CUST34675,Female,No,Yes,No,No
CUST34676,Female,No,No,No,Yes
CUST34677,Male,Yes,Unknown,No,Yes
CUST34678,Male,No,No,Yes,No
CUST34679,Female,No,No,No,No
CUST34680,Female,No,No,Yes,Yes
CUST34681,Female,No,No,No,No
CUST34682,Male,Yes,No,No,No
CUST34683,Female,No,No,No,Yes
CUST34684,Male,No,No,No,No
CUST34685,Male,No,No,No,Yes
CUST34686,Male,No,No,Yes,Yes
CUST34687,Female,No,Yes,No,No
CUST34688,Female,No,Yes,No,Yes
CUST34689,Male,No,Yes,No,No
CUST34690,Male,No,Yes,No,Yes
CUST34691,Female,No,No,No,No
CUST34692,Female,No,Yes,No,Yes
CUST34693,Male,No,No,No,No
CUST34694,Male,No,No,No,No
CUST34695,Female,No,Yes,Yes,No
CUST34696,Female,No,Yes,No,Yes
CUST34697,Female,No,No,No,No
CUST34698,Female,No,No,No,No
CUST34699,Male,No,Yes,No,Yes
CUST34700,Male,No,Yes,Yes,No
CUST34701,Female,No,No,Yes,Yes
CUST34702,Male,No,Yes,Yes,No
CUST34703,Female,Yes,Yes,No,Yes
CUST34704,Male,No,Yes,No,No
CUST34705,Female,Yes,Yes,No,Yes
CUST34706,Female,No,Yes,No,No
CUST34707,Male,No,No,No,Yes
CUST34708,Male,No,No,Yes,Yes
CUST34709,Female,No,Yes,Yes,No
CUST34710,Female,No,No,No,Yes
CUST34711,Female,No,No,No,No
CUST34712,Male,Yes,No,No,Yes
CUST34713,Male,No,No,Yes,No
CUST34714,Male,No,Yes,Yes,Yes
CUST34715,Unknown,No,No,No,Yes
CUST34716,Male,No,No,Yes,No
CUST34717,Female,No,Yes,No,Yes
CUST34718,Male,No,No,Unknow,No
CUST34719,Female,No,No,Yes,No
CUST34720,Male,No,Yes,Yes,Yes
CUST34721,Male,Yes,No,Yes,No
CUST34722,Male,Yes,Yes,No,No
CUST34723,Male,No,No,No,Yes
CUST34724,Male,Yes,Unknown,No,Yes
CUST34725,Female,No,Yes,Yes,Yes
CUST34726,Male,No,Yes,Yes,No
CUST34727,Male,No,Yes,No,No
CUST34728,Male,No,No,No,No
CUST34729,Female,No,No,No,Yes
CUST34730,Male,No,No,Yes,No
CUST34731,Unknown,No,No,No,No
CUST34732,Male,No,No,Yes,Yes
CUST34733,Female,No,No,No,Yes
CUST34734,Male,No,Yes,Yes,No
CUST34735,Male,No,No,No,No
CUST34736,Female,Yes,Yes,No,No
CUST34737,Female,No,Yes,Yes,Yes
CUST34738,Female,Yes,No,No,No
CUST34739,Female,No,Yes,No,No
CUST34740,Female,No,Yes,No,Yes
CUST34741,Male,No,No,No,No
CUST34742,Male,No,Unknown,No,No
CUST34743,Female,No,Yes,No,Yes
CUST34744,Male,No,No,Yes,No
CUST34745,Female,No,No,Yes,Yes
CUST34746,Male,No,No,No,Yes
CUST34747,Male,No,No,Yes,Yes
CUST34748,Female,No,Yes,No,Yes
CUST34749,Female,No,Unknown,No,No
CUST34750,Female,No,Unknown,No,Yes
CUST34751,Female,No,No,Yes,Yes
CUST34752,Male,Yes,No,No,No
CUST34753,Female,No,No,No,No
CUST34754,Male,No,No,Unknow,Yes
CUST34755,Female,No,Yes,Yes,No
CUST34756,Male,No,No,No,Yes
CUST34757,Male,No,No,Yes,Yes
CUST34758,Male,No,Yes,No,Yes
CUST34759,Female,Yes,Yes,No,No
CUST34760,Male,No,Yes,Yes,No
CUST34761,Female,No,No,Yes,No
CUST34762,Female,No,No,No,No
CUST34763,Female,No,No,Yes,Yes
CUST34764,Female,Yes,No,No,No
CUST34765,Male,No,No,No,Yes
CUST34766,Male,No,No,Unknow,Yes
CUST34767,Female,Yes,No,Yes,No
CUST34768,Female,No,Yes,No,Yes
CUST34769,Male,No,Unknown,No,Yes
CUST34770,Male,Yes,No,No,No
CUST34771,Male,No,No,No,Yes
CUST34772,Female,Yes,Yes,Yes,Yes
CUST34773,Male,Yes,Yes,No,No
CUST34774,Female,No,No,No,No
CUST34775,Female,No,Yes,No,Yes
CUST34776,Male,No,No,Yes,No
CUST34777,Male,No,Unknown,No,No
CUST34778,Male,No,No,Yes,No
CUST34779,Male,No,No,No,No
CUST34780,Female,Yes,No,No,No
CUST34781,Female,No,Unknown,No,Yes
CUST34782,Female,Yes,No,Yes,Yes
CUST34783,Female,Yes,Yes,No,No
CUST34784,Male,No,No,No,No
CUST34785,Male,No,No,No,Yes
CUST34786,Female,No,Yes,Yes,No
CUST34787,Male,Yes,No,No,Yes
CUST34788,Female,No,No,No,Yes
CUST34789,Male,Yes,No,Yes,Yes
CUST34790,Female,No,No,No,Yes
CUST34791,Female,No,No,No,Yes
CUST34792,Male,No,Yes,No,No
CUST34793,Female,No,No,No,Yes
CUST34794,Female,Yes,Yes,No,Yes
CUST34795,Female,No,Yes,No,No
CUST34796,Female,No,Yes,No,Yes
CUST34797,Male,No,No,No,Yes
CUST34798,Female,Yes,No,Yes,No
CUST34799,Male,No,Yes,No,No
CUST34800,Female,Yes,No,No,No
CUST34801,Male,Yes,Yes,No,No
CUST34802,Female,No,No,No,Yes
CUST34803,Male,No,Yes,Yes,Yes
CUST34804,Female,No,Yes,No,No
CUST34805,Male,No,No,No,No
CUST34806,Female,No,No,No,Yes
CUST34807,Female,No,Yes,No,Yes
CUST34808,Female,Yes,Yes,Unknow,Yes
CUST34809,Male,No,No,No,No
CUST34810,Male,No,Yes,Yes,No
CUST34811,Male,No,No,No,No
CUST34812,Male,No,Yes,Yes,Yes
CUST34813,Female,No,No,Yes,Yes
CUST34814,Male,No,No,Unknow,No
CUST34815,Male,Yes,Yes,No,Yes
CUST34816,Female,No,No,No,No
CUST34817,Male,No,Unknown,No,No
CUST34818,Male,Yes,Yes,Yes,No
CUST34819,Male,Yes,Yes,No,Yes
CUST34820,Female,No,Yes,No,No
CUST34821,Male,Yes,No,No,Yes
CUST34822,Female,Yes,No,No,No
CUST34823,Male,Yes,No,Yes,Yes
CUST34824,Male,No,No,No,Yes
CUST34825,Male,No,Yes,No,No
CUST34826,Female,Yes,No,No,Yes
CUST34827,Male,No,Yes,Yes,Yes
CUST34828,Female,No,Unknown,No,Yes
CUST34829,Female,Yes,No,No,No
CUST34830,Female,No,Yes,Yes,Yes
CUST34831,Male,Yes,Unknown,Unknow,Yes
CUST34832,Female,No,No,No,Yes
CUST34833,Male,Yes,Unknown,No,Yes
CUST34834,Female,No,Yes,Yes,No
CUST34835,Male,Yes,No,Yes,No
CUST34836,Female,No,Unknown,Yes,Yes
CUST34837,Male,Yes,Yes,Yes,No
CUST34838,Female,No,No,No,Yes
CUST34839,Female,No,No,Yes,Yes
CUST34840,Male,No,Yes,No,No
CUST34841,Male,No,No,Yes,No
CUST34842,Female,Yes,No,No,Yes
CUST34843,Male,No,Yes,Yes,Yes
CUST34844,Female,No,No,No,Yes
CUST34845,Female,No,Unknown,Yes,Yes
CUST34846,Male,No,No,No,No
CUST34847,Male,No,No,No,No
CUST34848,Female,No,No,Yes,No
CUST34849,Male,Yes,Yes,Yes,No
CUST34850,Female,Yes,No,No,No
CUST34851,Male,No,Yes,No,Yes
CUST34852,Female,Yes,Yes,Yes,No
CUST34853,Male,No,No,Yes,Yes
CUST34854,Male,No,Yes,No,Yes
CUST34855,Male,No,No,Yes,No
CUST34856,Male,Yes,Yes,No,No
CUST34857,Male,No,No,Yes,No
CUST34858,Female,No,Yes,Yes,No
CUST34859,Unknown,No,Yes,No,Yes
CUST34860,Male,No,Yes,No,No
CUST34861,Female,No,No,No,No
CUST34862,Female,No,No,Yes,No
CUST34863,Male,Yes,Yes,Yes,No
CUST34864,Female,No,Yes,No,No
CUST34865,Male,No,No,No,Yes
CUST34866,Male,Yes,Yes,No,No
CUST34867,Male,Unknown,No,No,No
CUST34868,Male,No,Yes,No,No
CUST34869,Female,Yes,Yes,No,No
CUST34870,Female,No,No,No,No
CUST34871,Female,No,No,No,Yes
CUST34872,Female,No,Yes,No,No
CUST34873,Male,No,Unknown,No,Yes
CUST34874,Female,Yes,Unknown,Yes,Yes
CUST34875,Male,No,Yes,Yes,No
CUST34876,Female,No,No,Yes,No
CUST34877,Female,No,No,No,Yes
CUST34878,Male,No,Unknown,Yes,No
CUST34879,Male,Yes,No,Yes,Yes
CUST34880,Male,No,No,No,Yes
CUST34881,Female,No,No,No,Yes
CUST34882,Female,No,Unknown,Yes,Yes
CUST34883,Female,No,Unknown,Yes,Yes
CUST34884,Male,No,Yes,No,No
CUST34885,Male,No,Yes,No,No
CUST34886,Female,No,No,No,Yes
CUST34887,Female,No,No,Yes,Yes
CUST34888,Male,No,Yes,No,Yes
CUST34889,Female,No,Yes,Yes,Yes
CUST34890,Female,No,Yes,No,No
CUST34891,Female,No,Yes,No,Yes
CUST34892,Female,No,Yes,No,No
CUST34893,Male,No,No,No,Yes
CUST34894,Female,No,No,No,No
CUST34895,Female,No,No,No,No
CUST34896,Male,No,Yes,No,No
CUST34897,Female,No,Yes,No,Yes
CUST34898,Female,Yes,No,No,Yes
CUST34899,Male,No,No,No,No
CUST34900,Male,No,Yes,No,No
CUST34901,Female,No,Yes,No,No
CUST34902,Female,Yes,No,Yes,Yes
CUST34903,Female,No,No,No,No
CUST34904,Male,No,Yes,No,No
CUST34905,Female,No,Unknown,Yes,Yes
CUST34906,Female,Yes,No,No,No
CUST34907,Female,No,Yes,No,No
CUST34908,Female,No,Yes,Yes,Yes
CUST34909,Male,No,Yes,No,No
CUST34910,Male,No,Yes,No,No
CUST34911,Male,No,Yes,No,Yes
CUST34912,Female,No,No,Yes,No
CUST34913,Male,No,Yes,Yes,Yes
CUST34914,Female,No,No,No,Yes
CUST34915,Female,No,No,No,Yes
CUST34916,Male,Yes,No,No,No
CUST34917,Female,No,Yes,No,Yes
CUST34918,Male,No,No,Yes,No
CUST34919,Female,No,No,No,No
CUST34920,Female,Yes,Yes,Yes,Yes
CUST34921,Male,Unknown,Yes,No,No
CUST34922,Female,No,Yes,No,No
CUST34923,Female,No,No,Yes,Yes
CUST34924,Male,Yes,Yes,No,No
CUST34925,Male,No,No,No,Yes
CUST34926,Female,No,No,No,Yes
CUST34927,Female,Yes,No,Yes,Yes
CUST34928,Male,No,No,No,Yes
CUST34929,Male,No,Yes,Yes,No
CUST34930,Male,No,Yes,No,No
CUST34931,Male,No,No,Yes,No
CUST34932,Female,No,No,No,No
CUST34933,Female,No,No,No,Yes
CUST34934,Male,Yes,No,Yes,Yes
CUST34935,Female,No,No,Yes,Yes
CUST34936,Male,No,Yes,Unknow,No
CUST34937,Female,No,Yes,No,No
CUST34938,Female,Yes,No,Yes,No
CUST34939,Female,No,No,No,No
CUST34940,Female,No,No,No,No
CUST34941,Female,No,No,No,No
CUST34942,Female,No,Yes,No,Yes
CUST34943,Female,Yes,No,No,No
CUST34944,Female,Yes,No,No,Yes
CUST34945,Male,No,No,No,No
CUST34946,Male,No,Yes,No,Yes
CUST34947,Male,Unknown,Unknown,No,No
CUST34948,Male,No,Unknown,No,No
CUST34949,Female,No,No,No,No
CUST34950,Female,Yes,No,No,Yes
CUST34951,Male,No,No,No,No
CUST34952,Male,No,Yes,No,Yes
CUST34953,Male,No,Yes,No,Yes
CUST34954,Female,No,Unknown,No,No
CUST34955,Female,No,No,No,No
CUST34956,Female,Yes,No,Yes,Yes
CUST34957,Female,No,Yes,No,No
CUST34958,Male,No,No,No,No
CUST34959,Male,No,No,Yes,No
CUST34960,Male,No,No,No,Yes
CUST34961,Female,Yes,Yes,No,Yes
CUST34962,Female,No,Yes,No,No
CUST34963,Unknown,No,No,No,No
CUST34964,Female,No,Yes,Yes,Yes
CUST34965,Male,Yes,Yes,Yes,No
CUST34966,Female,No,Yes,No,Yes
CUST34967,Male,No,Yes,No,No
CUST34968,Female,No,No,No,Yes
CUST34969,Female,Yes,Unknown,Yes,No
CUST34970,Female,Yes,Yes,No,Yes
CUST34971,Male,No,Yes,Yes,Yes
CUST34972,Male,No,No,No,Yes
CUST34973,Unknown,Yes,No,Yes,No
CUST34974,Female,No,No,No,No
CUST34975,Female,No,No,No,Yes
CUST34976,Male,Yes,No,Unknow,No
CUST34977,Male,Yes,Unknown,No,No
CUST34978,Female,Yes,No,No,Yes
CUST34979,Female,No,No,No,No
CUST34980,Female,No,No,Yes,Yes
CUST34981,Male,Yes,Yes,No,Yes
CUST34982,Female,Yes,No,Yes,No
CUST34983,Female,Yes,No,No,Yes
CUST34984,Male,No,Unknown,No,No
CUST34985,Male,No,No,Yes,Yes
CUST34986,Male,No,No,No,Yes
CUST34987,Female,No,No,No,Yes
CUST34988,Female,No,No,Yes,Yes
CUST34989,Male,No,No,No,No
CUST34990,Female,No,No,No,No
CUST34991,Male,Yes,Yes,No,Yes
CUST34992,Female,No,Yes,No,Yes
CUST34993,Male,No,Unknown,Yes,No
CUST34994,Male,No,No,No,No
CUST34995,Male,No,No,No,Yes
CUST34996,Female,Yes,Yes,No,Yes
CUST34997,Male,No,No,No,No
CUST34998,Female,No,Yes,Yes,Yes
CUST34999,Male,No,No,Yes,Yes
CUST35000,Male,No,No,No,Yes
CUST35001,Female,No,No,No,Yes
CUST35002,Male,Yes,Yes,No,Yes
CUST35003,Female,No,No,Unknow,No
CUST35004,Female,No,No,No,No
CUST35005,Female,No,No,No,No
CUST35006,Male,No,Yes,Yes,Yes
CUST35007,Female,Yes,No,Yes,Yes
CUST35008,Female,No,Yes,No,Yes
CUST35009,Male,Yes,No,No,Yes
CUST35010,Male,No,Yes,Yes,Yes
CUST35011,Male,No,No,No,No
CUST35012,Female,Yes,Yes,No,No
CUST35013,Male,No,Yes,No,Yes
CUST35014,Male,No,No,Yes,Yes
CUST35015,Female,No,No,Yes,Yes
CUST35016,Male,Yes,No,No,Yes
CUST35017,Male,No,Yes,No,No
CUST35018,Male,No,No,No,No
CUST35019,Female,No,No,Yes,Yes
CUST35020,Male,No,No,Yes,No
CUST35021,Male,No,Yes,No,Yes
CUST35022,Male,No,No,No,Yes
CUST35023,Female,No,No,No,No
CUST35024,Male,No,No,No,No
CUST35025,Male,No,No,No,Yes
CUST35026,Female,No,Yes,Yes,Yes
CUST35027,Female,Yes,Yes,No,Yes
CUST35028,Female,No,No,No,No
CUST35029,Male,No,No,No,No
CUST35030,Female,No,No,Yes,No
CUST35031,Male,No,Yes,No,Yes
CUST35032,Male,No,Yes,No,No
CUST35033,Female,No,No,Yes,No
CUST35034,Male,No,No,No,No
CUST35035,Male,No,Yes,No,No
CUST35036,Female,Yes,Yes,Unknow,No
CUST35037,Male,No,Yes,Yes,Yes
CUST35038,Male,Yes,No,No,Yes
CUST35039,Male,No,Yes,Yes,No
CUST35040,Female,No,No,Yes,No
CUST35041,Female,No,No,Unknow,Yes
CUST35042,Male,Yes,Yes,Yes,Yes
CUST35043,Female,No,Yes,No,Yes
CUST35044,Female,No,No,Yes,Yes
CUST35045,Female,Yes,Yes,No,Yes
CUST35046,Male,No,No,Unknow,No
CUST35047,Female,Yes,No,Yes,No
CUST35048,Male,Yes,Yes,No,No
CUST35049,Female,No,Unknown,No,Yes
CUST35050,Female,No,Yes,No,No
CUST35051,Male,No,Yes,Yes,Yes
CUST35052,Male,Yes,No,No,Yes
CUST35053,Male,Yes,No,No,No
CUST35054,Female,No,Unknown,No,No
CUST35055,Male,Yes,No,Yes,Yes
CUST35056,Female,Unknown,No,No,No
CUST35057,Female,No,Unknown,No,No
CUST35058,Female,No,No,No,Yes
CUST35059,Female,No,No,No,No
CUST35060,Male,No,Yes,Yes,No
CUST35061,Male,No,No,No,Yes
CUST35062,Female,No,Yes,Yes,No
CUST35063,Female,No,Yes,No,Yes
CUST35064,Male,Yes,Yes,No,Yes
CUST35065,Male,No,No,No,No
CUST35066,Female,No,Unknown,No,No
CUST35067,Male,No,No,No,No
CUST35068,Female,No,No,No,No
CUST35069,Female,No,No,No,Yes
CUST35070,Male,No,Yes,No,No
CUST35071,Male,Yes,No,No,No
CUST35072,Female,Yes,No,Unknow,Yes
CUST35073,Male,Yes,Yes,No,No
CUST35074,Male,Yes,Yes,Yes,Yes
CUST35075,Female,Yes,No,No,Yes
CUST35076,Female,No,No,No,Yes
CUST35077,Male,Yes,No,No,Yes
CUST35078,Male,No,Unknown,No,Yes
CUST35079,Female,No,Yes,No,No
CUST35080,Male,No,No,No,No
CUST35081,Male,Yes,Yes,Yes,Yes
CUST35082,Male,No,No,No,Yes
CUST35083,Male,No,Yes,Unknow,Yes
CUST35084,Female,Yes,Yes,No,No
CUST35085,Female,No,No,Yes,Yes
CUST35086,Male,Yes,No,Unknow,Yes
CUST35087,Female,Yes,No,Yes,Yes
CUST35088,Female,No,Yes,Unknow,Yes
CUST35089,Male,No,Yes,Yes,Yes
CUST35090,Male,No,No,No,No
CUST35091,Male,No,Yes,No,No
CUST35092,Male,Yes,No,No,No
CUST35093,Female,No,Yes,No,No
CUST35094,Male,Yes,No,No,Yes
CUST35095,Female,No,Yes,Unknow,Yes
CUST35096,Male,No,No,No,Yes
CUST35097,Female,Yes,No,Unknow,No
CUST35098,Female,No,Yes,No,Yes
CUST35099,Male,Yes,No,No,Yes
CUST35100,Male,No,Unknown,No,Yes
CUST35101,Female,Yes,Unknown,No,No
CUST35102,Male,No,Yes,No,No
CUST35103,Female,No,No,Yes,Yes
CUST35104,Male,No,No,Unknow,No
CUST35105,Female,No,No,No,No
CUST35106,Female,No,No,No,No
CUST35107,Female,No,No,No,No
CUST35108,Male,No,No,No,Yes
CUST35109,Female,No,No,No,No
CUST35110,Female,No,No,Yes,Yes
CUST35111,Female,Yes,Yes,No,No
CUST35112,Female,No,No,Yes,Yes
CUST35113,Female,No,Yes,No,No
CUST35114,Male,No,No,No,No
CUST35115,Female,No,No,Yes,No
CUST35116,Male,Yes,No,No,No
CUST35117,Male,No,Yes,Yes,No
CUST35118,Male,No,Yes,No,No
CUST35119,Male,No,Yes,No,No
CUST35120,Male,No,Unknown,No,No
CUST35121,Male,No,No,Yes,Yes
CUST35122,Male,No,No,Yes,Yes
CUST35123,Male,No,Yes,No,No
CUST35124,Male,No,No,No,No
CUST35125,Female,No,No,No,Yes
CUST35126,Female,Yes,No,No,Yes
CUST35127,Female,No,Yes,Yes,No
CUST35128,Male,No,Yes,No,No
CUST35129,Female,No,Yes,No,No
CUST35130,Male,No,Yes,No,Yes
CUST35131,Male,Yes,No,Yes,No
CUST35132,Male,No,Yes,Yes,No
CUST35133,Male,No,No,No,Yes
CUST35134,Female,No,No,Yes,Yes
CUST35135,Female,No,Yes,Yes,No
CUST35136,Male,No,No,No,No
CUST35137,Male,No,Yes,No,No
CUST35138,Female,No,Yes,No,Yes
CUST35139,Male,No,No,No,Yes
CUST35140,Female,No,Yes,No,No
CUST35141,Male,No,Unknown,Yes,Yes
CUST35142,Male,No,No,No,Yes
CUST35143,Male,No,No,Yes,No
CUST35144,Male,No,No,No,No
CUST35145,Male,No,No,Yes,No
CUST35146,Male,No,Yes,No,No
CUST35147,Male,No,Yes,No,Yes
CUST35148,Female,Yes,Yes,No,No
CUST35149,Male,No,No,Yes,No
CUST35150,Female,No,No,Unknow,No
CUST35151,Female,No,Yes,Yes,No
CUST35152,Female,No,Yes,No,No
CUST35153,Female,No,No,No,No
CUST35154,Male,No,No,No,No
CUST35155,Male,No,Yes,No,No
CUST35156,Female,Yes,Yes,No,No
CUST35157,Female,No,Yes,No,No
CUST35158,Male,Yes,No,No,Yes
CUST35159,Female,No,Yes,No,Yes
CUST35160,Male,No,No,No,Yes
CUST35161,Female,No,No,No,Yes
CUST35162,Male,No,Yes,No,No
CUST35163,Male,No,Yes,Unknow,No
CUST35164,Female,No,No,No,No
CUST35165,Male,No,Yes,No,Yes
CUST35166,Male,No,Yes,No,No
CUST35167,Female,No,No,No,Yes
CUST35168,Female,Yes,Yes,No,Yes
CUST35169,Male,No,Unknown,No,No
CUST35170,Male,No,Yes,No,Yes
CUST35171,Male,No,No,Yes,Yes
CUST35172,Male,No,No,Yes,No
CUST35173,Female,No,Yes,No,No
CUST35174,Male,Yes,No,No,Yes
CUST35175,Female,No,No,No,Yes
CUST35176,Female,No,Yes,No,No
CUST35177,Unknown,No,Yes,Yes,Yes
CUST35178,Male,No,No,No,Yes
CUST35179,Male,No,Yes,No,No
CUST35180,Female,No,Yes,No,No
CUST35181,Male,Yes,Yes,No,No
CUST35182,Female,No,No,No,Yes
CUST35183,Female,No,No,No,No
CUST35184,Female,No,No,No,No
CUST35185,Male,No,No,No,Yes
CUST35186,Female,Yes,Yes,No,No
CUST35187,Male,No,Yes,Yes,No
CUST35188,Female,No,Unknown,Yes,Yes
CUST35189,Male,No,Unknown,No,Yes
CUST35190,Male,Yes,Yes,No,Yes
CUST35191,Male,Yes,Yes,No,No
CUST35192,Male,No,Yes,Unknow,No
CUST35193,Male,No,Yes,Yes,Yes
CUST35194,Male,No,No,Yes,Yes
CUST35195,Male,No,No,Yes,Yes
CUST35196,Male,No,No,No,No
CUST35197,Male,No,No,No,Yes
CUST35198,Female,No,Yes,Yes,No
CUST35199,Female,No,Unknown,No,No
CUST35200,Male,No,Yes,Yes,No
CUST35201,Male,Yes,No,No,No
CUST35202,Male,Yes,Yes,No,No
CUST35203,Female,Yes,No,No,Yes
CUST35204,Female,No,No,No,No
CUST35205,Male,No,No,No,No
CUST35206,Male,No,Yes,No,No
CUST35207,Male,No,No,No,No
CUST35208,Male,No,No,No,Yes
CUST35209,Female,No,No,No,Yes
CUST35210,Female,No,Yes,No,Yes
CUST35211,Male,Yes,No,No,No
CUST35212,Female,No,No,No,Yes
CUST35213,Male,No,No,Yes,No
CUST35214,Female,No,Unknown,Yes,No
CUST35215,Male,No,Yes,No,Yes
CUST35216,Female,No,Yes,No,No
CUST35217,Male,No,No,No,No
CUST35218,Male,Yes,Yes,Yes,No
CUST35219,Male,Unknown,Unknown,No,Yes
CUST35220,Male,No,No,No,Yes
CUST35221,Male,No,No,Yes,Yes
CUST35222,Female,No,No,No,Yes
CUST35223,Female,No,No,No,Yes
CUST35224,Female,Yes,No,No,Yes
CUST35225,Female,No,No,Yes,No
CUST35226,Male,No,Yes,No,No
CUST35227,Female,No,No,No,No
CUST35228,Female,No,Yes,No,No
CUST35229,Female,Yes,Yes,Yes,Yes
CUST35230,Female,No,No,No,Yes
CUST35231,Female,Yes,Yes,No,Yes
CUST35232,Male,Yes,Unknown,No,Yes
CUST35233,Female,No,No,No,No
CUST35234,Male,No,No,No,Yes
CUST35235,Male,No,No,Unknow,Yes
CUST35236,Female,No,No,No,No
CUST35237,Male,No,No,Yes,No
CUST35238,Male,No,No,Unknow,Yes
CUST35239,Male,No,Yes,No,No
CUST35240,Male,Yes,Yes,No,No
CUST35241,Male,No,Yes,Yes,Yes
CUST35242,Female,No,Yes,No,No
CUST35243,Male,Yes,Yes,No,No
CUST35244,Female,No,No,No,Yes
CUST35245,Male,No,No,No,No
CUST35246,Male,No,No,Yes,Yes
CUST35247,Female,Yes,No,No,No
CUST35248,Female,Yes,Yes,Yes,No
CUST35249,Unknown,No,Yes,No,Yes
CUST35250,Male,Yes,No,Yes,No
CUST35251,Male,Yes,Yes,No,Yes
CUST35252,Female,Yes,Yes,Yes,No
CUST35253,Female,No,No,Unknow,Yes
CUST35254,Male,No,Yes,No,Yes
CUST35255,Female,No,No,No,Yes
CUST35256,Male,No,No,No,Yes
CUST35257,Male,No,Yes,Yes,Yes
CUST35258,Male,No,No,No,No
CUST35259,Male,No,No,Yes,Yes
CUST35260,Female,No,No,No,No
CUST35261,Male,No,No,Yes,Yes
CUST35262,Male,No,No,Yes,No
CUST35263,Female,No,Yes,Yes,No
CUST35264,Male,No,No,No,No
CUST35265,Male,No,No,Yes,No
CUST35266,Unknown,No,No,Yes,Yes
CUST35267,Female,No,No,No,No
CUST35268,Male,No,No,No,Yes
CUST35269,Female,No,No,Yes,Yes
CUST35270,Female,No,No,No,Yes
CUST35271,Male,No,No,No,No
CUST35272,Female,Yes,Yes,No,Yes
CUST35273,Female,No,Yes,No,Yes
CUST35274,Female,Yes,Yes,Yes,No
CUST35275,Male,Yes,No,No,No
CUST35276,Female,No,No,No,No
CUST35277,Female,Yes,Yes,No,Yes
CUST35278,Unknown,No,Yes,Yes,Yes
CUST35279,Male,No,Yes,No,Yes
CUST35280,Male,No,No,No,No
CUST35281,Female,No,No,No,No
CUST35282,Female,Yes,No,Yes,No
CUST35283,Female,No,Yes,No,Yes
CUST35284,Female,Yes,No,Yes,No
CUST35285,Male,No,No,No,Yes
CUST35286,Female,Yes,No,Yes,No
CUST35287,Male,No,No,Yes,Yes
CUST35288,Male,Yes,Yes,Yes,Yes
CUST35289,Female,No,No,No,No
CUST35290,Female,No,No,No,Yes
CUST35291,Male,No,Yes,No,Yes
CUST35292,Female,No,Yes,Unknow,No
CUST35293,Male,No,Yes,Yes,No
CUST35294,Male,No,Yes,No,Yes
CUST35295,Female,Yes,No,Yes,Yes
CUST35296,Female,No,No,Yes,No
CUST35297,Female,Yes,Yes,No,No
CUST35298,Female,No,Yes,Yes,No
CUST35299,Male,No,No,Yes,Yes
CUST35300,Male,No,No,Yes,No
CUST35301,Female,No,No,Unknow,No
CUST35302,Female,No,No,No,Yes
CUST35303,Male,No,Yes,Yes,Yes
CUST35304,Female,No,No,No,No
CUST35305,Male,No,No,Yes,No
CUST35306,Female,Yes,No,No,No
CUST35307,Female,Yes,No,No,Yes
CUST35308,Male,No,No,No,No
CUST35309,Female,No,No,Unknow,No
CUST35310,Male,No,No,Yes,Yes
CUST35311,Male,Yes,No,Unknow,Yes
CUST35312,Female,No,No,No,Yes
CUST35313,Male,No,Yes,Yes,Yes
CUST35314,Male,No,No,Yes,Yes
CUST35315,Female,No,Yes,Yes,No
CUST35316,Male,No,No,No,No
CUST35317,Female,Yes,Yes,No,No
CUST35318,Male,Yes,No,No,Yes
CUST35319,Female,No,Unknown,No,No
